Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.3;-2.0;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.3;-2.3;0.3;
9;5;;0.0;0.0;0.0;0.0;0.5;-3.4;0.2;
40;41;;0.0;0.0;0.0;0.0;0.3;1.9;-0.2;
41;42;;0.0;0.0;0.0;0.0;-0.4;2.1;0.3;
42;43;;0.0;0.0;0.0;0.0;-0.5;3.2;0.2;
90;55;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.6;
90;49;;0.0;0.0;0.0;0.0;0.0;-2.3;-6.6;
92;26;;0.0;0.0;0.0;0.0;0.0;-1.3;-3.7;
92;33;;0.0;0.0;0.0;0.0;0.0;-1.3;-3.7;
93;57;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.7;
93;50;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
95;58;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.5;
95;51;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.4;
97;59;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.7;
97;54;;0.0;0.0;0.0;0.0;0.0;-2.0;-6.6;
99;60;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.8;
99;53;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.6;
101;83;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
101;55;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.6;
102;64;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.8;
102;69;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.9;
103;37;;0.0;0.0;0.0;0.0;0.0;-1.3;-3.7;
103;30;;0.1;0.1;0.0;0.0;0.0;-1.3;-3.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.8;
104;71;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.9;
105;66;;0.0;0.0;0.0;0.0;0.0;-2.1;-6.3;
105;72;;0.0;0.0;0.0;0.0;0.0;-2.4;-6.4;
106;68;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.8;
106;73;;0.0;0.0;0.0;0.0;0.0;-2.5;-6.9;
107;67;;0.0;0.0;0.0;0.0;0.0;-1.9;-6.8;
