Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
3;3;0.000;M_z;0.39;0.80;5.59;-0.02;-6.56;0.81;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;0.44;0.39;5.21;-0.02;1.94;-0.23;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;0.44;0.80;5.59;-0.02;1.94;0.81;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.39;0.39;5.21;-0.02;-6.56;-0.23;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;2.39;0.71;7.18;-0.03;-5.38;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;2.39;0.70;7.14;-0.03;-4.30;0.87;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;2.39;0.71;7.18;-0.03;-4.30;0.98;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;2.39;0.70;7.14;-0.03;-5.38;0.87;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;2.61;0.26;9.97;-0.15;-6.30;0.83;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;2.61;0.26;9.97;-0.15;-6.30;0.83;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;2.61;0.27;9.98;-0.15;-6.67;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;2.61;0.25;9.96;-0.15;-5.92;0.81;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;2.61;0.27;9.98;-0.15;-5.92;0.84;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;2.61;0.25;9.96;-0.15;-6.67;0.81;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.47;0.18;1.12;0.01;2.99;-1.05;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.47;0.18;1.12;0.01;2.99;-1.05;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-7.40;0.02;0.85;0.01;3.22;-1.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-7.32;-0.15;0.58;0.00;3.41;-1.05;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-7.32;-0.15;0.58;0.00;3.41;-1.05;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-7.62;0.53;1.70;0.01;2.28;-0.87;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-7.12;-0.49;0.02;0.00;3.60;-0.83;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-7.92;1.21;2.86;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-6.71;-0.77;-0.48;0.00;3.19;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-7.40;0.02;0.85;0.01;3.22;-1.07;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.71;1.21;2.86;0.01;3.60;0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-7.92;-0.77;-0.48;0.00;0.00;-1.07;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-17.16;0.06;-0.38;0.00;-2.75;-0.30;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-17.00;0.00;0.28;0.00;-2.77;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.32;-0.27;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.32;-0.27;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.32;-0.27;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.32;-0.27;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-16.32;-0.27;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.500;M_T;-16.62;-0.16;1.42;0.00;-1.61;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-17.38;0.16;-1.40;0.00;-2.09;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-17.08;0.03;-0.03;0.00;-2.80;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-17.68;0.29;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-17.00;0.00;0.28;0.00;-2.77;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.32;0.29;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-17.68;-0.27;-2.77;0.00;-2.80;-0.32;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-16.54;0.03;-0.01;0.00;-3.49;-0.34;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.70;-0.27;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.70;-0.27;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-15.70;-0.27;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-15.70;-0.27;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-15.70;-0.27;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-16.16;-0.11;1.34;0.00;-2.57;-0.29;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-16.92;0.17;-1.72;0.00;-2.41;-0.22;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-16.54;0.03;-0.01;0.00;-3.49;-0.34;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-17.22;0.28;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-16.46;0.00;0.33;0.00;-3.45;-0.34;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-15.70;0.28;1.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-17.22;-0.27;-3.10;0.00;-3.49;-0.34;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-16.52;0.06;-0.38;0.00;-2.75;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-16.37;0.00;0.28;0.00;-2.77;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.68;-0.26;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.68;-0.26;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-15.68;-0.26;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-15.68;-0.26;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-15.68;-0.26;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-16.14;-0.09;1.07;0.00;-2.24;-0.27;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-16.75;0.15;-1.40;0.00;-2.09;-0.21;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-16.44;0.03;-0.03;0.00;-2.80;-0.30;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-17.05;0.28;-2.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-16.37;0.00;0.28;0.00;-2.77;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-15.68;0.28;1.70;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-17.05;-0.26;-2.77;0.00;-2.80;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-66.37;-0.02;-43.06;-0.02;-65.88;0.03;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-66.37;-0.02;-43.06;-0.02;-65.88;0.03;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;V_z;-64.64;-0.01;-41.92;-0.04;-150.48;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-64.22;-0.01;-42.00;-0.04;-171.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-67.70;-0.02;-44.75;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-64.22;-0.01;-41.92;0.00;0.00;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-67.70;-0.02;-44.75;-0.04;-171.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-52.58;0.10;54.59;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;M_z;-52.44;0.16;53.90;0.06;-126.86;0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-52.32;0.21;53.20;0.07;-82.67;0.05;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-52.32;0.21;54.59;0.07;-82.67;0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-52.58;0.10;53.20;0.04;-171.62;0.05;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;M_T;-52.67;-0.03;22.30;-0.02;63.40;-0.43;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-52.61;-0.04;21.56;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-52.73;-0.02;23.03;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-52.61;-0.02;23.03;-0.02;80.67;-0.38;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-52.73;-0.04;21.56;-0.02;45.55;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-50.08;0.25;4.57;0.03;101.75;0.36;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-50.10;0.25;4.43;0.04;102.43;0.31;Beam | 1 - IPE 500 | L : 0.150 m
