Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
11;111;1.650;φ_Z;8.1;-3.7;0.1;7.2;-0.3;-5.4;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;8.1;-3.7;0.1;7.2;-0.3;-2.4;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;4.4;-4.4;0.1;0.2;-0.4;-5.4;0.0;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;;
12;13;0.000;;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;u_X;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;u_X;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;u_Y;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;u_Y;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;u_Z;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;u_Z;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;φ_X;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;φ_X;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;φ_Y;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;φ_Y;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;φ_Z;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;φ_Z;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;37.8;-0.8;0.2;37.8;-0.2;-4.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;29.0;-1.6;0.2;29.0;-0.2;-6.2;0.0;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;;
13;14;0.000;;46.5;0.0;0.2;46.5;-0.1;0.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;u_X;46.5;0.0;0.2;46.5;-0.1;0.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;u_X;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;u_Y;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;u_Y;46.5;0.0;0.2;46.5;-0.1;0.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;u_Z;46.5;0.0;0.2;46.5;-0.1;0.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;u_Z;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;φ_X;46.5;0.0;0.2;46.5;-0.1;0.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;φ_X;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;φ_Y;46.4;0.0;0.2;46.4;-0.1;0.2;0.0;Beam | 1 - IPE 500 | L : 0.150 m
