Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
1;;2.667;M_y;-7.47;0.49;0.00;0.01;-3.61;0.75;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-7.85;0.01;-0.83;0.01;-3.26;1.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-6.92;0.71;0.44;0.01;-3.23;-0.11;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.92;0.71;0.44;0.01;0.00;1.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-8.56;-1.15;-2.94;0.01;-3.61;-0.11;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;1.56;-0.23;4.07;0.00;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;1.51;-0.68;4.62;0.01;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;1.56;-0.23;4.62;0.01;4.13;0.85;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;1.51;-0.68;4.07;0.00;-3.03;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.394;M_T;0.78;-0.77;5.54;0.03;-4.41;-0.41;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;0.83;-0.37;5.16;0.02;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;0.77;-0.81;5.67;0.03;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;0.83;-0.37;5.67;0.03;1.91;0.31;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;0.77;-0.81;5.16;0.02;-6.62;-0.73;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;2.68;-0.93;7.16;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;2.68;-0.94;7.21;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;2.68;-0.93;7.21;0.02;-4.32;-1.30;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;2.68;-0.94;7.16;0.02;-5.40;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;2.96;-0.43;9.93;0.15;-6.32;-0.75;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;2.96;-0.43;9.93;0.15;-6.32;-0.75;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;2.96;-0.42;9.92;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;2.96;-0.44;9.94;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;2.96;-0.42;9.94;0.15;-5.95;-0.73;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;2.96;-0.44;9.92;0.15;-6.69;-0.77;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.79;-0.16;1.11;-0.01;3.04;0.99;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-7.79;-0.16;1.11;-0.01;3.04;0.99;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-7.70;0.00;0.83;-0.01;3.27;1.01;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-8.00;-0.49;1.72;-0.01;2.33;0.83;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-7.32;0.49;0.01;-0.01;3.63;0.76;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-8.41;-1.16;2.95;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-7.70;0.00;0.83;-0.01;3.27;1.01;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-6.77;0.71;-0.43;-0.01;3.25;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-6.77;0.71;2.95;-0.01;3.63;1.01;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-8.41;-1.16;-0.43;-0.01;0.00;-0.10;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-17.80;0.00;0.35;0.00;2.64;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-17.60;0.00;-0.29;0.00;2.65;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.67;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-16.67;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.67;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.67;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-16.67;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-17.69;0.00;0.00;0.00;2.68;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-17.69;0.00;0.00;0.00;2.68;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-18.51;0.00;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.500;M_z;-17.49;0.00;-0.59;0.00;2.53;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.67;0.00;2.68;0.00;2.68;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-18.51;0.00;-1.54;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-16.97;0.00;-0.01;0.00;3.40;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.83;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.83;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-15.83;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-15.83;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-15.83;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.000;M_T;-17.06;0.00;0.32;0.00;3.36;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-16.97;0.00;-0.01;0.00;3.40;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-16.86;0.00;-0.35;0.00;3.35;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-17.88;0.00;3.04;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-15.83;0.00;3.04;0.00;3.40;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-17.88;0.00;-1.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-16.95;0.00;0.35;0.00;2.65;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-16.75;0.00;-0.29;0.00;2.66;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.82;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.82;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-15.82;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-15.82;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-15.82;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-16.84;0.00;0.01;0.00;2.70;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-16.84;0.00;0.01;0.00;2.70;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_z;-16.84;0.00;0.01;0.00;2.70;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-17.66;0.00;2.69;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-15.82;0.00;2.69;0.00;2.70;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-17.66;0.00;-1.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-91.78;0.37;-49.26;0.03;-76.70;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-91.78;0.37;-49.26;0.03;-76.70;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-91.19;0.04;-48.12;0.05;-101.04;-1.38;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-88.88;1.35;-45.90;0.18;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-93.58;-1.21;-52.97;0.01;-194.45;-1.38;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;M_z;-48.95;-0.55;59.16;-0.17;-145.41;-0.34;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-48.80;-0.37;60.10;-0.13;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-49.13;-0.72;58.20;-0.21;-194.62;-0.34;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-27.13;0.03;27.48;0.05;89.48;1.23;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-27.28;-0.04;25.54;0.05;47.72;1.15;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-24.55;-0.70;1.22;-0.08;123.97;-0.81;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-24.57;-0.70;1.03;-0.08;124.14;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-24.55;-0.70;1.22;-0.08;123.97;-0.81;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-24.57;-0.70;1.03;-0.08;124.14;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-24.55;-0.70;1.22;-0.08;123.97;-0.81;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_y;-24.57;-0.70;1.03;-0.08;124.14;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
