Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;1.7;16.8;-0.3;
8;4;;0.0;0.0;0.0;0.0;0.1;10.2;0.3;
9;5;;0.0;0.0;0.0;0.0;-1.6;16.6;0.6;
40;41;;0.0;0.0;0.0;0.0;1.3;14.3;-0.2;
41;42;;0.0;0.0;0.0;0.0;0.0;7.4;0.3;
42;43;;0.0;0.0;0.0;0.0;-1.3;14.0;0.5;
90;55;;0.0;0.0;0.0;0.0;0.0;2.9;-8.4;
90;49;;0.0;0.0;0.0;0.0;0.0;-9.2;-9.7;
92;26;;0.1;0.1;0.0;0.0;0.0;-1.2;-5.6;
92;33;;0.0;0.0;0.0;0.0;0.0;-2.4;-4.4;
93;57;;0.0;0.0;0.0;0.0;0.0;7.1;-7.4;
93;50;;0.0;0.0;0.0;0.0;0.0;-13.3;-10.7;
95;58;;0.0;0.0;0.0;0.0;0.0;10.2;-6.5;
95;51;;0.0;0.0;0.0;0.0;0.0;-16.4;-11.5;
97;59;;0.0;0.0;0.0;0.0;0.0;8.8;-6.7;
97;54;;0.0;0.0;0.0;0.0;0.0;-14.9;-11.3;
99;60;;0.0;0.0;0.0;0.0;0.0;6.6;-7.3;
99;53;;0.0;0.0;0.0;0.0;0.0;-12.6;-10.7;
101;83;;0.0;0.0;0.0;0.0;0.0;3.2;-8.5;
101;55;;0.0;0.0;0.0;0.0;0.0;-9.4;-9.7;
102;64;;0.0;0.0;0.0;0.0;0.0;-9.1;-9.6;
102;69;;0.0;0.0;0.0;0.0;0.0;2.9;-8.4;
103;37;;0.0;0.0;0.0;0.0;0.0;-2.4;-4.4;
103;30;;0.1;0.1;0.0;0.0;0.0;-1.2;-5.6;
104;65;;0.0;0.0;0.0;0.0;0.0;-13.1;-10.7;
104;71;;0.0;0.0;0.0;0.0;0.0;6.9;-7.4;
