Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Corresponding Loading
53;14;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO35
53;;2.500;κ_x;0.03;0.00;0.00;0.0;3.8;0.0;CO34
53;;2.500;κ_x;-0.03;0.00;0.00;0.0;2.8;0.0;CO36
53;;2.500;κ_y;0.03;0.00;0.00;0.0;3.8;0.0;CO35
53;4;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO34
53;;2.500;κ_z;0.03;0.00;0.00;0.0;3.8;0.0;CO29
53;;2.500;κ_z;-0.03;0.00;0.00;0.0;2.8;0.0;CO36
Total;;;;0.03;0.00;0.01;0.0;3.8;0.0;
53;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
54;14;0.000;max;0.00;0.00;0.01;0.0;0.0;0.0;
54;14;0.000;min;-0.02;0.00;0.00;0.0;0.0;0.0;
54;;0.075;max;0.00;0.00;0.01;0.0;0.1;0.0;
54;;0.075;min;-0.02;0.00;0.00;0.0;0.1;0.0;
54;;4.925;max;0.00;0.00;0.00;0.0;0.1;0.0;
54;;4.925;min;-0.02;0.00;-0.01;0.0;0.1;0.0;
54;21;5.000;max;0.00;0.00;0.00;0.0;0.0;0.0;
54;21;5.000;min;-0.02;0.00;-0.01;0.0;0.0;0.0;
Extremes;14;0.000;ε_x;0.00;0.00;0.01;0.0;0.0;0.0;CO34
54;;2.000;ε_x;-0.02;0.00;0.00;0.0;1.0;0.0;CO37
54;14;0.000;γ_xy;0.00;0.00;0.01;0.0;0.0;0.0;CO31
54;14;0.000;γ_xy;-0.02;0.00;0.00;0.0;0.0;0.0;CO29
54;14;0.000;γ_xz;0.00;0.00;0.01;0.0;0.0;0.0;CO31
54;21;5.000;γ_xz;-0.02;0.00;-0.01;0.0;0.0;0.0;CO31
54;;2.500;κ_x;0.00;0.00;0.00;0.0;1.1;0.0;CO37
54;;2.500;κ_x;-0.02;0.00;0.00;0.0;1.0;0.0;CO35
54;;2.500;κ_y;0.00;0.00;0.00;0.0;1.1;0.0;CO31
54;14;0.000;κ_y;-0.02;0.00;0.00;0.0;0.0;0.0;CO38
54;;2.500;κ_z;0.00;0.00;0.00;0.0;1.1;0.0;CO29
54;;2.500;κ_z;-0.02;0.00;0.00;0.0;1.0;0.0;CO31
Total;;;;0.00;0.00;0.01;0.0;1.1;0.0;
54;;;;-0.02;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
55;21;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
55;21;0.000;min;-0.04;0.00;0.00;0.0;0.0;0.0;
55;;0.075;max;0.03;0.00;0.01;0.0;0.2;0.0;
55;;0.075;min;-0.04;0.00;0.00;0.0;0.1;0.0;
55;;4.925;max;0.03;0.00;0.00;0.0;0.2;0.0;
55;;4.925;min;-0.04;0.00;-0.01;0.0;0.1;0.0;
55;28;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
55;28;5.000;min;-0.04;0.00;-0.01;0.0;0.0;0.0;
Extremes;28;5.000;ε_x;0.03;0.00;0.00;0.0;0.0;0.0;CO36
55;;2.500;ε_x;-0.04;0.00;0.00;0.0;2.7;0.0;CO37
55;21;0.000;γ_xy;0.03;0.00;0.01;0.0;0.0;0.0;CO31
55;21;0.000;γ_xy;-0.04;0.00;0.00;0.0;0.0;0.0;CO29
55;21;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
55;28;5.000;γ_xz;-0.04;0.00;-0.01;0.0;0.0;0.0;CO37
55;;2.500;κ_x;0.03;0.00;0.00;0.0;4.0;0.0;CO37
55;;2.500;κ_x;-0.04;0.00;0.00;0.0;2.7;0.0;CO38
55;;2.500;κ_y;0.03;0.00;0.00;0.0;4.0;0.0;CO37
55;21;0.000;κ_y;-0.04;0.00;0.00;0.0;0.0;0.0;CO38
55;;2.500;κ_z;0.03;0.00;0.00;0.0;4.0;0.0;CO29
55;;2.500;κ_z;-0.04;0.00;0.00;0.0;2.7;0.0;CO31
Total;;;;0.03;0.00;0.01;0.0;4.0;0.0;
55;;;;-0.04;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
56;28;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
56;28;0.000;min;-0.03;0.00;0.00;0.0;0.0;0.0;
56;;0.075;max;0.03;0.00;0.01;0.0;0.2;0.0;
56;;0.075;min;-0.03;0.00;0.00;0.0;0.1;0.0;
56;;4.925;max;0.03;0.00;0.00;0.0;0.2;0.0;
56;;4.925;min;-0.03;0.00;-0.01;0.0;0.1;0.0;
56;35;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
56;35;5.000;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
Extremes;28;0.000;ε_x;0.03;0.00;0.01;0.0;0.0;0.0;CO36
56;;2.500;ε_x;-0.03;0.00;0.00;0.0;2.7;0.0;CO37
56;28;0.000;γ_xy;0.03;0.00;0.01;0.0;0.0;0.0;CO31
56;28;0.000;γ_xy;-0.03;0.00;0.00;0.0;0.0;0.0;CO29
56;28;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
56;35;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO37
56;;3.000;κ_x;0.03;0.00;0.00;0.0;3.7;0.0;CO36
56;;3.000;κ_x;-0.03;0.00;0.00;0.0;2.6;0.0;CO34
56;;2.500;κ_y;0.03;0.00;0.00;0.0;3.9;0.0;CO37
56;28;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO38
56;;2.500;κ_z;0.03;0.00;0.00;0.0;3.9;0.0;CO29
56;;2.500;κ_z;-0.03;0.00;0.00;0.0;2.7;0.0;CO31
Total;;;;0.03;0.00;0.01;0.0;3.9;0.0;
56;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
57;35;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
57;35;0.000;min;-0.03;0.00;0.00;0.0;0.0;0.0;
57;;0.075;max;0.03;0.00;0.01;0.0;0.2;0.0;
57;;0.075;min;-0.03;0.00;0.00;0.0;0.2;0.0;
57;;4.925;max;0.03;0.00;0.00;0.0;0.2;0.0;
57;;4.925;min;-0.03;0.00;-0.01;0.0;0.2;0.0;
57;42;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
57;42;5.000;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
Extremes;42;5.000;ε_x;0.03;0.00;0.00;0.0;0.0;0.0;CO36
57;;2.000;ε_x;-0.03;0.00;0.00;0.0;2.7;0.0;CO37
57;42;5.000;γ_xy;0.03;0.00;0.00;0.0;0.0;0.0;CO29
57;35;0.000;γ_xy;-0.03;0.00;0.00;0.0;0.0;0.0;CO29
57;35;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
57;42;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO37
57;;2.500;κ_x;0.03;0.00;0.00;0.0;3.8;0.0;CO36
57;;2.500;κ_x;-0.03;0.00;0.00;0.0;2.8;0.0;CO34
57;;2.500;κ_y;0.03;0.00;0.00;0.0;3.8;0.0;CO37
57;35;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO38
57;;2.500;κ_z;0.03;0.00;0.00;0.0;3.8;0.0;CO29
57;;2.500;κ_z;-0.03;0.00;0.00;0.0;2.8;0.0;CO36
Total;;;;0.03;0.00;0.01;0.0;3.8;0.0;
57;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
58;5;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
58;5;0.000;min;-0.02;0.00;0.00;0.0;0.0;0.0;
58;;0.037;max;0.03;0.00;0.01;0.0;0.1;0.0;
58;;0.037;min;-0.02;0.00;0.00;0.0;0.1;0.0;
58;;0.787;max;0.03;0.00;0.00;0.0;1.9;0.2;
58;;0.787;min;-0.02;0.00;0.00;0.0;1.4;0.1;
58;;4.213;max;0.03;0.00;0.00;0.0;1.9;0.2;
58;;4.213;min;-0.02;0.00;0.00;0.0;1.4;0.1;
58;;4.963;max;0.03;0.00;0.00;0.0;0.1;0.0;
58;;4.963;min;-0.02;0.00;-0.01;0.0;0.1;0.0;
58;15;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
58;15;5.000;min;-0.02;0.00;-0.01;0.0;0.0;0.0;
Extremes;5;0.000;ε_x;0.03;0.00;0.01;0.0;0.0;0.0;CO34
58;;3.000;ε_x;-0.02;0.00;0.00;0.0;2.6;0.2;CO35
58;15;5.000;γ_xy;0.03;0.00;0.00;0.0;0.0;0.0;CO30
58;5;0.000;γ_xy;-0.02;0.00;0.00;0.0;0.0;0.0;CO30
58;5;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO35
58;15;5.000;γ_xz;-0.02;0.00;-0.01;0.0;0.0;0.0;CO35
58;;2.500;κ_x;0.03;0.00;0.00;0.0;3.6;0.4;CO29
58;;2.500;κ_x;-0.02;0.00;0.00;0.0;2.7;0.2;CO36
58;;2.500;κ_y;0.03;0.00;0.00;0.0;3.6;0.4;CO35
58;5;0.000;κ_y;-0.02;0.00;0.00;0.0;0.0;0.0;CO29
58;;2.500;κ_z;0.03;0.00;0.00;0.0;3.6;0.4;CO30
58;5;0.000;κ_z;-0.02;0.00;0.00;0.0;0.0;0.0;CO25
Total;;;;0.03;0.00;0.01;0.0;3.6;0.4;
58;;;;-0.02;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
59;15;0.000;max;0.01;0.00;0.01;0.0;0.0;0.0;
59;15;0.000;min;-0.03;0.00;0.00;0.0;0.0;0.0;
59;;0.037;max;0.01;0.00;0.01;0.0;0.0;0.0;
59;;0.037;min;-0.03;0.00;0.00;0.0;0.0;0.0;
59;;0.787;max;0.01;0.00;0.00;0.0;0.6;0.1;
59;;0.787;min;-0.03;0.00;0.00;0.0;0.5;0.0;
59;;4.213;max;0.01;0.00;0.00;0.0;0.6;0.1;
59;;4.213;min;-0.03;0.00;0.00;0.0;0.5;0.0;
59;;4.963;max;0.01;0.00;0.00;0.0;0.0;0.0;
59;;4.963;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
59;22;5.000;max;0.01;0.00;0.00;0.0;0.0;0.0;
59;22;5.000;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
Extremes;15;0.000;ε_x;0.01;0.00;0.01;0.0;0.0;0.0;CO34
59;;2.000;ε_x;-0.03;0.00;0.00;0.0;1.0;0.1;CO37
59;22;5.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;CO32
59;15;0.000;γ_xy;-0.03;0.00;0.00;0.0;0.0;0.0;CO32
59;15;0.000;γ_xz;0.01;0.00;0.01;0.0;0.0;0.0;CO37
59;22;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO37
59;;2.500;κ_x;0.01;0.00;0.00;0.0;1.1;0.1;CO37
59;;2.500;κ_x;-0.03;0.00;0.00;0.0;1.0;0.1;CO35
59;;2.500;κ_y;0.01;0.00;0.00;0.0;1.1;0.1;CO37
59;15;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO37
59;;2.500;κ_z;0.01;0.00;0.00;0.0;1.1;0.1;CO32
59;15;0.000;κ_z;-0.03;0.00;0.00;0.0;0.0;0.0;CO35
Total;;;;0.01;0.00;0.01;0.0;1.1;0.1;
59;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
60;22;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
60;22;0.000;min;-0.03;0.00;0.00;0.0;0.0;0.0;
60;;0.037;max;0.03;0.00;0.01;0.0;0.1;0.0;
60;;0.037;min;-0.03;0.00;0.00;0.0;0.1;0.0;
60;;0.787;max;0.03;0.00;0.00;0.0;1.9;0.2;
60;;0.787;min;-0.03;0.00;0.00;0.0;1.4;0.1;
60;;4.213;max;0.03;0.00;0.00;0.0;1.9;0.2;
60;;4.213;min;-0.03;0.00;0.00;0.0;1.4;0.1;
60;;4.963;max;0.03;0.00;0.00;0.0;0.1;0.0;
60;;4.963;min;-0.03;0.00;-0.01;0.0;0.1;0.0;
60;29;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
60;29;5.000;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
Extremes;29;5.000;ε_x;0.03;0.00;0.00;0.0;0.0;0.0;CO34
60;;2.500;ε_x;-0.03;0.00;0.00;0.0;2.7;0.2;CO37
60;29;5.000;γ_xy;0.03;0.00;0.00;0.0;0.0;0.0;CO32
60;22;0.000;γ_xy;-0.03;0.00;0.00;0.0;0.0;0.0;CO32
60;22;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
60;29;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO37
60;;3.000;κ_x;0.03;0.00;0.00;0.0;3.5;0.3;CO35
60;;2.000;κ_x;-0.03;0.00;0.00;0.0;2.6;0.2;CO38
60;;2.500;κ_y;0.03;0.00;0.00;0.0;3.7;0.4;CO37
60;22;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO20
60;;2.500;κ_z;0.03;0.00;0.00;0.0;3.7;0.4;CO32
60;22;0.000;κ_z;-0.03;0.00;0.00;0.0;0.0;0.0;CO27
Total;;;;0.03;0.00;0.01;0.0;3.7;0.4;
60;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
61;29;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
61;29;0.000;min;-0.03;0.00;0.00;0.0;0.0;0.0;
61;;0.037;max;0.03;0.00;0.01;0.0;0.1;0.0;
61;;0.037;min;-0.03;0.00;0.00;0.0;0.1;0.0;
61;;0.787;max;0.03;0.00;0.00;0.0;1.9;0.2;
61;;0.787;min;-0.03;0.00;0.00;0.0;1.4;0.1;
61;;4.213;max;0.03;0.00;0.00;0.0;1.9;0.2;
61;;4.213;min;-0.03;0.00;0.00;0.0;1.4;0.1;
61;;4.963;max;0.03;0.00;0.00;0.0;0.1;0.0;
61;;4.963;min;-0.03;0.00;-0.01;0.0;0.1;0.0;
61;36;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
61;36;5.000;min;-0.03;0.00;-0.01;0.0;0.0;0.0;
Extremes;29;0.000;ε_x;0.03;0.00;0.01;0.0;0.0;0.0;CO34
61;;2.500;ε_x;-0.03;0.00;0.00;0.0;2.7;0.2;CO37
61;36;5.000;γ_xy;0.03;0.00;0.00;0.0;0.0;0.0;CO32
61;29;0.000;γ_xy;-0.03;0.00;0.00;0.0;0.0;0.0;CO32
61;29;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
61;36;5.000;γ_xz;-0.03;0.00;-0.01;0.0;0.0;0.0;CO37
61;;4.000;κ_x;0.03;0.00;0.00;0.0;2.3;0.2;CO28
61;;1.000;κ_x;-0.03;0.00;0.00;0.0;1.7;0.2;CO27
61;;2.500;κ_y;0.03;0.00;0.00;0.0;3.6;0.4;CO37
61;29;0.000;κ_y;-0.03;0.00;0.00;0.0;0.0;0.0;CO20
61;;2.500;κ_z;0.03;0.00;0.00;0.0;3.6;0.4;CO32
61;29;0.000;κ_z;-0.03;0.00;0.00;0.0;0.0;0.0;CO27
Total;;;;0.03;0.00;0.01;0.0;3.6;0.4;
61;;;;-0.03;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
62;36;0.000;max;0.03;0.00;0.01;0.0;0.0;0.0;
62;36;0.000;min;-0.02;0.00;0.00;0.0;0.0;0.0;
62;;0.037;max;0.03;0.00;0.01;0.0;0.1;0.0;
62;;0.037;min;-0.02;0.00;0.00;0.0;0.1;0.0;
62;;0.787;max;0.03;0.00;0.00;0.0;1.9;0.2;
62;;0.787;min;-0.02;0.00;0.00;0.0;1.4;0.1;
62;;4.213;max;0.03;0.00;0.00;0.0;1.9;0.2;
62;;4.213;min;-0.02;0.00;0.00;0.0;1.4;0.1;
62;;4.963;max;0.03;0.00;0.00;0.0;0.1;0.0;
62;;4.963;min;-0.02;0.00;-0.01;0.0;0.1;0.0;
62;43;5.000;max;0.03;0.00;0.00;0.0;0.0;0.0;
62;43;5.000;min;-0.02;0.00;-0.01;0.0;0.0;0.0;
Extremes;43;5.000;ε_x;0.03;0.00;0.00;0.0;0.0;0.0;CO34
62;;2.000;ε_x;-0.02;0.00;0.00;0.0;2.6;0.2;CO37
62;43;5.000;γ_xy;0.03;0.00;0.00;0.0;0.0;0.0;CO37
62;36;0.000;γ_xy;-0.02;0.00;0.00;0.0;0.0;0.0;CO37
62;36;0.000;γ_xz;0.03;0.00;0.01;0.0;0.0;0.0;CO37
62;43;5.000;γ_xz;-0.02;0.00;-0.01;0.0;0.0;0.0;CO37
62;;2.500;κ_x;0.03;0.00;0.00;0.0;3.6;0.4;CO36
62;;2.500;κ_x;-0.02;0.00;0.00;0.0;2.7;0.3;CO29
62;;2.500;κ_y;0.03;0.00;0.00;0.0;3.6;0.4;CO37
62;36;0.000;κ_y;-0.02;0.00;0.00;0.0;0.0;0.0;CO37
62;;2.500;κ_z;0.03;0.00;0.00;0.0;3.6;0.4;CO37
62;36;0.000;κ_z;-0.02;0.00;0.00;0.0;0.0;0.0;CO29
Total;;;;0.03;0.00;0.01;0.0;3.6;0.4;
62;;;;-0.02;0.00;-0.01;0.0;0.0;0.0;
;;;;;;;;;;
63;6;0.000;max;0.02;0.03;0.01;0.0;0.0;0.0;
63;6;0.000;min;-0.01;-0.06;0.00;0.0;0.0;0.0;
63;;0.825;max;0.02;0.03;0.01;0.0;3.1;24.2;
63;;0.825;min;-0.01;-0.05;0.00;0.0;-0.6;-14.1;
63;;2.000;max;0.02;0.01;0.00;0.0;5.6;46.0;
63;;2.000;min;-0.01;-0.01;0.00;0.0;-1.4;-28.0;
63;;2.000;max;0.02;0.01;0.00;0.0;5.6;46.0;
63;;2.000;min;-0.01;-0.01;0.00;0.0;-1.4;-28.0;
63;;2.500;max;0.02;0.00;0.00;0.0;5.9;47.3;
63;;2.500;min;-0.01;0.00;0.00;0.0;-1.4;-29.7;
63;;2.500;max;0.02;0.00;0.00;0.0;5.9;47.3;
63;;2.500;min;-0.01;0.00;0.00;0.0;-1.4;-29.7;
63;;4.175;max;0.02;0.05;0.00;0.0;3.1;21.7;
63;;4.175;min;-0.01;-0.03;-0.01;0.0;-0.4;-14.1;
63;16;5.000;max;0.02;0.05;0.00;0.0;0.0;0.0;
63;16;5.000;min;-0.01;-0.03;-0.01;0.0;0.0;0.0;
Extremes;6;0.000;ε_x;0.02;0.03;0.01;0.0;0.0;0.0;CO29
63;;2.500;ε_x;-0.01;0.00;0.00;0.0;-1.4;-29.7;CO35
63;16;5.000;γ_xy;0.02;0.05;0.00;0.0;0.0;0.0;CO35
63;6;0.000;γ_xy;-0.01;-0.06;0.00;0.0;0.0;0.0;CO35
63;6;0.000;γ_xz;0.02;0.03;0.01;0.0;0.0;0.0;CO29
63;16;5.000;γ_xz;-0.01;-0.03;-0.01;0.0;0.0;0.0;CO29
63;;4.000;κ_x;0.02;0.05;0.00;0.0;3.6;26.1;CO35
63;;0.500;κ_x;-0.01;-0.06;0.00;0.0;-0.3;-8.7;CO35
63;;2.500;κ_y;0.02;0.00;0.00;0.0;5.9;47.3;CO29
63;;2.000;κ_y;-0.01;-0.01;0.00;0.0;-1.4;-28.0;CO30
63;;2.500;κ_z;0.02;0.00;0.00;0.0;5.9;47.3;CO35
63;;2.500;κ_z;-0.01;0.00;0.00;0.0;-1.4;-29.7;CO34
Total;;;;0.02;0.05;0.01;0.0;5.9;47.3;
63;;;;-0.01;-0.06;-0.01;0.0;-1.4;-29.7;
;;;;;;;;;;
64;16;0.000;max;0.00;0.02;0.01;0.0;0.0;0.0;
64;16;0.000;min;-0.05;-0.03;0.00;0.0;0.0;0.0;
64;;0.825;max;0.00;0.02;0.01;0.0;0.9;3.9;
64;;0.825;min;-0.05;-0.03;0.00;0.0;0.2;-3.0;
64;;2.500;max;0.00;0.00;0.00;0.0;1.7;8.2;
64;;2.500;min;-0.05;0.00;0.00;0.0;0.3;-6.2;
64;;2.500;max;0.00;0.00;0.00;0.0;1.7;8.2;
64;;2.500;min;-0.05;0.00;0.00;0.0;0.3;-6.2;
64;;4.175;max;0.00;0.03;0.00;0.0;0.9;3.9;
64;;4.175;min;-0.05;-0.02;-0.01;0.0;0.2;-3.0;
64;23;5.000;max;0.00;0.03;0.00;0.0;0.0;0.0;
64;23;5.000;min;-0.05;-0.02;-0.01;0.0;0.0;0.0;
Extremes;16;0.000;ε_x;0.00;0.02;0.01;0.0;0.0;0.0;CO34
64;;2.500;ε_x;-0.05;0.00;0.00;0.0;0.3;-6.2;CO37
64;23;5.000;γ_xy;0.00;0.03;0.00;0.0;0.0;0.0;CO35
64;16;0.000;γ_xy;-0.05;-0.03;0.00;0.0;0.0;0.0;CO35
64;16;0.000;γ_xz;0.00;0.02;0.01;0.0;0.0;0.0;CO29
64;23;5.000;γ_xz;-0.05;-0.02;-0.01;0.0;0.0;0.0;CO29
64;;4.500;κ_x;0.00;0.03;0.00;0.0;0.6;2.4;CO35
64;;0.500;κ_x;-0.05;-0.03;0.00;0.0;0.2;-1.8;CO35
64;;2.500;κ_y;0.00;0.00;0.00;0.0;1.7;8.2;CO29
64;16;0.000;κ_y;-0.05;-0.03;0.00;0.0;0.0;0.0;CO23
64;;2.500;κ_z;0.00;0.00;0.00;0.0;1.7;8.2;CO35
64;;2.500;κ_z;-0.05;0.00;0.00;0.0;0.3;-6.2;CO29
Total;;;;0.00;0.03;0.01;0.0;1.7;8.2;
64;;;;-0.05;-0.03;-0.01;0.0;0.0;-6.2;
;;;;;;;;;;
65;23;0.000;max;0.02;0.03;0.01;0.0;0.0;0.0;
65;23;0.000;min;-0.01;-0.03;0.00;0.0;0.0;0.0;
65;;0.825;max;0.02;0.03;0.01;0.0;3.1;12.7;
65;;0.825;min;-0.01;-0.03;0.00;0.0;0.5;-14.1;
65;;2.500;max;0.02;0.00;0.00;0.0;5.9;26.7;
65;;2.500;min;-0.01;0.00;0.00;0.0;0.6;-29.8;
65;;2.500;max;0.02;0.00;0.00;0.0;5.9;26.7;
65;;2.500;min;-0.01;0.00;0.00;0.0;0.6;-29.8;
65;;4.175;max;0.02;0.03;0.00;0.0;3.1;12.7;
65;;4.175;min;-0.01;-0.03;-0.01;0.0;0.5;-14.1;
65;30;5.000;max;0.02;0.03;0.00;0.0;0.0;0.0;
65;30;5.000;min;-0.01;-0.03;-0.01;0.0;0.0;0.0;
Extremes;23;0.000;ε_x;0.02;0.03;0.01;0.0;0.0;0.0;CO29
65;;2.500;ε_x;-0.01;0.00;0.00;0.0;0.6;-29.8;CO37
65;23;0.000;γ_xy;0.02;0.03;0.01;0.0;0.0;0.0;CO34
65;30;5.000;γ_xy;-0.01;-0.03;-0.01;0.0;0.0;0.0;CO34
65;23;0.000;γ_xz;0.02;0.03;0.01;0.0;0.0;0.0;CO29
65;30;5.000;γ_xz;-0.01;-0.03;-0.01;0.0;0.0;0.0;CO29
65;;0.500;κ_x;0.02;0.03;0.01;0.0;2.0;8.0;CO29
65;;4.500;κ_x;-0.01;-0.03;-0.01;0.0;0.4;-8.7;CO29
65;;2.500;κ_y;0.02;0.00;0.00;0.0;5.9;26.7;CO29
65;23;0.000;κ_y;-0.01;-0.03;0.00;0.0;0.0;0.0;CO34
65;;2.500;κ_z;0.02;0.00;0.00;0.0;5.9;26.7;CO37
65;;2.500;κ_z;-0.01;0.00;0.00;0.0;0.6;-29.8;CO34
Total;;;;0.02;0.03;0.01;0.0;5.9;26.7;
65;;;;-0.01;-0.03;-0.01;0.0;0.0;-29.8;
;;;;;;;;;;
66;30;0.000;max;0.02;0.03;0.01;0.0;0.0;0.0;
66;30;0.000;min;-0.01;-0.05;0.00;0.0;0.0;0.0;
66;;0.825;max;0.02;0.03;0.01;0.0;3.1;20.1;
66;;0.825;min;-0.01;-0.04;0.00;0.0;-0.2;-14.1;
66;;2.500;max;0.02;0.00;0.00;0.0;5.9;42.3;
66;;2.500;min;-0.01;0.00;0.00;0.0;-0.9;-29.8;
66;;2.500;max;0.02;0.00;0.00;0.0;5.9;42.3;
66;;2.500;min;-0.01;0.00;0.00;0.0;-0.9;-29.8;
66;;4.175;max;0.02;0.04;0.00;0.0;3.1;20.1;
66;;4.175;min;-0.01;-0.03;-0.01;0.0;-0.2;-14.1;
66;37;5.000;max;0.02;0.05;0.00;0.0;0.0;0.0;
66;37;5.000;min;-0.01;-0.03;-0.01;0.0;0.0;0.0;
Extremes;30;0.000;ε_x;0.02;0.03;0.01;0.0;0.0;0.0;CO29
66;;2.500;ε_x;-0.01;0.00;0.00;0.0;-0.9;-29.8;CO37
66;37;5.000;γ_xy;0.02;0.05;0.00;0.0;0.0;0.0;CO37
66;30;0.000;γ_xy;-0.01;-0.05;0.00;0.0;0.0;0.0;CO37
66;30;0.000;γ_xz;0.02;0.03;0.01;0.0;0.0;0.0;CO29
66;37;5.000;γ_xz;-0.01;-0.03;-0.01;0.0;0.0;0.0;CO29
66;;4.500;κ_x;0.02;0.05;0.00;0.0;2.0;12.6;CO37
66;;0.500;κ_x;-0.01;-0.05;0.00;0.0;-0.1;-8.7;CO37
66;;2.500;κ_y;0.02;0.00;0.00;0.0;5.9;42.3;CO29
66;;2.500;κ_y;-0.01;0.00;0.00;0.0;-0.9;-29.8;CO32
66;;2.500;κ_z;0.02;0.00;0.00;0.0;5.9;42.3;CO37
66;;2.500;κ_z;-0.01;0.00;0.00;0.0;-0.9;-29.8;CO34
Total;;;;0.02;0.05;0.01;0.0;5.9;42.3;
66;;;;-0.01;-0.05;-0.01;0.0;-0.9;-29.8;
;;;;;;;;;;
67;37;0.000;max;0.02;0.03;0.01;0.0;0.0;0.0;
67;37;0.000;min;-0.01;-0.05;0.00;0.0;0.0;0.0;
67;;0.825;max;0.02;0.03;0.01;0.0;3.1;21.7;
67;;0.825;min;-0.01;-0.05;0.00;0.0;-0.4;-14.1;
67;;2.500;max;0.02;0.00;0.00;0.0;6.0;47.3;
67;;2.500;min;-0.01;0.00;0.00;0.0;-1.4;-29.7;
67;;2.500;max;0.02;0.00;0.00;0.0;6.0;47.3;
67;;2.500;min;-0.01;0.00;0.00;0.0;-1.4;-29.7;
67;;3.000;max;0.02;0.01;0.00;0.0;5.7;46.0;
67;;3.000;min;-0.01;-0.01;0.00;0.0;-1.4;-28.0;
67;;3.000;max;0.02;0.01;0.00;0.0;5.7;46.0;
67;;3.000;min;-0.01;-0.01;0.00;0.0;-1.4;-28.0;
67;;4.175;max;0.02;0.05;0.00;0.0;3.1;24.2;
67;;4.175;min;-0.01;-0.03;-0.01;0.0;-0.6;-14.1;
67;44;5.000;max;0.02;0.06;0.00;0.0;0.0;0.0;
67;44;5.000;min;-0.01;-0.03;-0.01;0.0;0.0;0.0;
Extremes;44;5.000;ε_x;0.02;0.06;0.00;0.0;0.0;0.0;CO29
67;;2.500;ε_x;-0.01;0.00;0.00;0.0;-1.4;-29.7;CO37
67;44;5.000;γ_xy;0.02;0.06;0.00;0.0;0.0;0.0;CO37
67;37;0.000;γ_xy;-0.01;-0.05;0.00;0.0;0.0;0.0;CO37
67;37;0.000;γ_xz;0.02;0.03;0.01;0.0;0.0;0.0;CO29
67;44;5.000;γ_xz;-0.01;-0.03;-0.01;0.0;0.0;0.0;CO29
67;;4.500;κ_x;0.02;0.06;0.00;0.0;2.0;15.3;CO37
