Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-66.69;0.05;-36.25;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-66.69;0.05;-36.25;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-65.35;0.04;-34.45;0.02;-53.04;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-65.35;0.04;-34.45;0.02;-53.04;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-63.16;0.03;-33.34;0.05;-136.97;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-63.16;0.03;-33.34;0.05;-136.97;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-35.17;-0.23;42.63;-0.12;-137.09;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-34.96;-0.40;41.20;-0.15;-67.92;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-20.31;0.06;19.37;0.04;34.43;0.69;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-20.19;0.09;17.93;0.03;63.80;0.53;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-18.32;-0.47;0.86;-0.07;87.65;-0.74;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-18.33;-0.47;0.72;-0.08;87.77;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-32.83;-0.20;-20.23;-0.03;33.57;0.68;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-32.84;-0.20;-20.30;-0.03;32.05;0.70;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-66.62;0.05;38.51;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-66.62;0.05;38.51;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-65.28;0.04;35.37;-0.02;55.43;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-65.28;0.04;35.37;-0.02;55.43;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-63.09;0.03;32.11;-0.05;138.95;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-63.09;0.03;32.11;-0.05;138.95;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-49.99;0.04;-32.78;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-49.99;0.04;-32.78;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-48.64;0.04;-30.82;0.02;-47.71;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-48.64;0.04;-30.82;0.02;-47.71;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.44;0.03;-29.48;0.05;-122.28;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.44;0.03;-29.48;0.05;-122.28;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-43.64;-0.19;39.50;-0.10;-122.40;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-43.43;-0.32;38.08;-0.14;-58.38;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-46.82;0.09;16.25;0.03;33.41;0.67;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-46.70;0.11;14.79;0.03;57.86;0.47;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-44.86;-0.45;4.05;-0.08;70.80;-0.78;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-44.87;-0.45;3.91;-0.08;71.39;-0.69;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-41.43;-0.22;-17.11;-0.03;32.51;0.66;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-41.44;-0.22;-17.18;-0.03;31.23;0.68;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-50.01;0.04;34.62;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-50.01;0.04;34.62;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-48.67;0.04;31.65;-0.02;49.71;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-48.67;0.04;31.65;-0.02;49.71;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.46;0.03;28.72;-0.05;124.34;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.46;0.03;28.72;-0.05;124.34;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.49;0.04;-34.95;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.49;0.04;-34.95;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.14;0.03;-32.27;0.02;-50.42;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.14;0.03;-32.27;0.02;-50.42;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
