Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.0;0.0;0.5;
9;5;;0.0;0.0;0.0;0.0;0.0;0.0;0.9;
40;41;;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;
41;42;;0.0;0.0;0.0;0.0;0.0;0.0;0.5;
42;43;;0.0;0.0;0.0;0.0;0.0;0.0;0.9;
90;55;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
90;49;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
92;26;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
92;33;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
93;57;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
93;50;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
95;58;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
95;51;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
97;59;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
97;54;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
99;60;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
99;53;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
101;83;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
101;55;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
102;64;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
102;69;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
103;37;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
103;30;;0.0;0.0;0.0;0.0;0.0;-4.8;-13.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
104;71;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
105;66;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
105;72;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
106;68;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.5;
