Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-98.12;0.00;-66.08;0.00;-99.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-98.12;0.00;-66.09;0.00;-99.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-65.14;0.05;7.07;0.01;150.83;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-65.15;0.05;6.97;0.01;151.36;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-65.15;0.05;6.97;0.01;151.36;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-65.16;0.05;6.87;0.01;151.88;0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-68.79;-0.02;-33.80;-0.01;70.68;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-68.80;-0.02;-33.84;-0.01;69.42;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-68.80;-0.02;-33.84;-0.01;69.42;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-68.80;-0.02;-33.89;-0.01;68.15;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-97.60;0.00;58.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-97.60;0.00;58.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-95.80;0.00;60.13;0.00;88.71;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-95.80;0.00;60.12;0.00;88.71;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-92.99;0.00;60.73;0.00;240.93;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-92.99;0.00;60.73;0.00;240.93;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-99.96;0.00;-66.51;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-99.96;0.00;-66.51;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-98.17;0.00;-66.12;0.00;-99.52;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-98.17;0.00;-66.13;0.00;-99.52;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-95.41;0.00;-66.21;0.00;-264.62;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-95.41;0.00;-66.21;0.00;-264.62;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-73.32;0.01;80.40;0.00;-264.86;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-72.87;0.01;78.63;0.00;-133.61;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-68.99;-0.01;35.44;0.00;58.16;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-68.85;0.00;33.43;0.00;112.41;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-65.19;0.04;7.06;0.00;150.98;0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-65.20;0.04;6.96;0.00;151.50;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-65.20;0.04;6.96;0.00;151.50;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-65.21;0.04;6.86;0.00;152.02;0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-68.85;-0.01;-33.84;0.00;70.75;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-68.86;-0.01;-33.89;0.00;69.48;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-68.86;-0.01;-33.89;0.00;69.48;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-68.86;-0.01;-33.94;0.00;68.21;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-97.67;0.00;58.15;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-97.67;0.00;58.15;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-95.87;0.00;60.18;0.00;88.78;0.00;Beam | 1 - IPE 500 | L : 4.000 m
