Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.2;0.0;-5.1;0.8;1.9;-0.2;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;5.2;0.0;-5.1;0.8;1.9;-0.2;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;5.4;0.0;-5.3;0.8;2.2;-0.1;-0.7;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;5.4;0.0;-5.3;0.8;2.7;0.1;0.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.0;-0.1;0.5;5.0;-0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.5;0.0;-0.1;0.5;5.0;-0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;0.5;0.0;-0.1;0.5;5.0;-0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;5.5;0.0;-5.4;0.9;2.5;0.0;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_z;5.5;0.0;-5.4;0.9;2.5;0.0;0.2;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;0.5;0.0;-0.1;0.5;5.0;-0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.000;φ_y;3.8;0.0;-3.7;0.7;3.7;0.2;2.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;0.5;0.0;-0.1;0.5;5.0;-0.1;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;5.5;0.0;0.0;0.9;5.0;0.2;3.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;-5.4;0.0;0.0;-0.7;-4.5;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;0.9;0.5;0.7;0.1;4.4;-0.1;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.0;0.5;-2.9;0.6;16.9;-0.8;-3.8;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;3.0;0.5;-2.9;0.6;16.9;-0.8;-3.8;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;3.7;0.5;-3.6;0.7;19.6;-0.9;-3.5;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;5.5;0.5;-5.3;1.3;29.3;-0.7;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;2;0.000;u_x;0.9;0.5;0.7;0.1;4.4;-0.1;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_x;5.5;0.5;-5.3;1.3;29.3;-0.7;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;0.9;0.5;0.7;0.1;4.4;-0.1;-4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;5.5;0.5;-5.3;1.3;29.3;-0.7;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_z;5.5;0.5;-5.3;1.3;29.3;-0.7;-1.8;Beam | 3 - HEA 140 | L : 1.650 m
