Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
7;3;4.500;;-16.28;0.00;0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-16.28;0.00;0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-16.28;0.00;0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-16.28;0.00;0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-17.04;0.00;-0.03;0.00;-0.31;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.250;M_y;-16.96;0.00;0.00;0.00;-0.31;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-17.65;0.00;-0.28;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_z;-17.04;0.00;-0.03;0.00;-0.31;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-16.28;0.00;0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-17.65;0.00;-0.28;0.00;-0.31;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_T;-15.96;0.00;0.00;0.00;-0.33;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_y;-15.96;0.00;0.00;0.00;-0.33;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-15.96;0.00;0.00;0.00;-0.33;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-16.72;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-15.20;0.00;0.25;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-16.72;0.00;-0.27;0.00;-0.33;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-16.21;0.00;-0.03;0.00;-0.29;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.250;M_y;-16.14;0.00;0.00;0.00;-0.30;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.250;M_z;-16.14;0.00;0.00;0.00;-0.30;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-16.82;0.00;-0.27;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-15.45;0.00;0.26;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-16.82;0.00;-0.27;0.00;-0.30;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.000;M_T;-68.09;0.47;-43.97;-0.01;-43.99;-0.70;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-65.51;-0.91;-43.75;0.04;-175.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-68.98;0.94;-43.99;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-67.21;-0.01;-43.93;0.00;-87.95;-0.93;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-65.51;0.94;-43.75;0.04;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-68.98;-0.91;-43.99;-0.01;-175.66;-0.93;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-50.19;-0.01;53.90;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-50.45;-0.01;55.28;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-50.19;-0.01;55.28;0.00;-85.73;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-50.45;-0.01;53.90;0.00;-175.83;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-47.46;0.00;23.74;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-47.34;0.00;22.27;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-47.34;0.00;23.74;0.00;81.09;0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-47.46;0.00;22.27;0.00;44.85;0.01;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_y;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_z;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_z;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;M_T;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;M_T;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;M_y;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;M_y;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;M_z;-44.81;-0.01;3.96;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;M_z;-44.80;-0.01;4.10;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;-44.80;-0.01;4.10;0.00;105.26;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
13;;;;-44.81;-0.01;3.96;0.00;104.65;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
;;;;;;;;;;
14;15;0.000;;-47.32;0.00;-24.32;0.00;45.05;0.01;Beam | 1 - IPE 500 | L : 0.075 m
14;125;0.075;;-47.33;0.00;-24.39;0.00;43.22;0.01;Beam | 1 - IPE 500 | L : 0.075 m
Extremes;15;0.000;N;-47.32;0.00;-24.32;0.00;45.05;0.01;Beam | 1 - IPE 500 | L : 0.075 m
14;125;0.075;N;-47.33;0.00;-24.39;0.00;43.22;0.01;Beam | 1 - IPE 500 | L : 0.075 m
14;125;0.075;V_y;-47.33;0.00;-24.39;0.00;43.22;0.01;Beam | 1 - IPE 500 | L : 0.075 m
