Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-1.5;-15.4;-0.4;
8;4;;0.0;0.0;0.0;0.0;0.0;-8.6;0.0;
9;5;;0.0;0.0;0.0;0.0;1.4;-15.1;0.2;
40;41;;0.0;0.0;0.0;0.0;-1.6;-16.2;-0.6;
41;42;;0.0;0.0;0.0;0.0;-0.1;-9.0;0.0;
42;43;;0.0;0.0;0.0;0.0;1.5;-16.0;0.4;
90;55;;0.0;0.0;0.0;0.0;0.0;-9.1;-9.8;
90;49;;0.0;0.0;0.0;0.0;0.0;2.5;-8.7;
92;26;;0.1;-0.1;0.0;0.0;0.0;-2.6;-4.5;
92;33;;0.0;0.0;0.0;0.0;0.0;-0.9;-5.5;
93;57;;0.0;0.0;0.0;0.0;0.0;-13.2;-10.8;
93;50;;0.0;0.0;0.0;0.0;0.0;6.5;-7.6;
95;58;;0.0;0.0;0.0;0.0;0.0;-16.4;-12.0;
95;51;;0.0;0.0;0.0;0.0;0.0;9.6;-7.1;
97;59;;0.0;0.0;0.0;0.0;0.0;-14.9;-11.4;
97;54;;0.0;0.0;0.0;0.0;0.0;7.9;-7.0;
99;60;;0.0;0.0;0.0;0.0;0.0;-12.8;-10.9;
99;53;;0.0;0.0;0.0;0.0;0.0;5.6;-7.6;
101;83;;0.0;0.0;0.0;0.0;0.0;-9.4;-9.8;
101;55;;0.0;0.0;0.0;0.0;0.0;2.7;-8.6;
102;64;;0.0;0.0;0.0;0.0;0.0;2.4;-8.7;
102;69;;0.0;0.0;0.0;0.0;0.0;-9.0;-9.8;
103;37;;0.0;0.0;0.0;0.0;0.0;-0.9;-5.5;
103;30;;0.1;-0.1;0.0;0.0;0.0;-2.6;-4.5;
104;65;;0.0;0.0;0.0;0.0;0.0;6.3;-7.6;
104;71;;0.0;0.0;0.0;0.0;0.0;-13.0;-10.7;
105;66;;0.0;0.0;0.0;0.0;0.0;9.3;-7.2;
105;72;;0.0;0.0;0.0;0.0;0.0;-16.2;-12.0;
106;68;;0.0;0.0;0.0;0.0;0.0;7.7;-7.0;
106;73;;0.0;0.0;0.0;0.0;0.0;-14.7;-11.4;
